"","Grid","X","Y","Year"
"1",1038,4897914.64073819,4486503.9469214,"06/07/2018"
"2",1170,4922914.64073819,4411503.9469214,"07/06/2018"
"3",1264,5022914.64073819,4361503.9469214,"25/06/2018"
"4",1271,5197914.64073819,4361503.9469214,"25/07/2018"
"5",1307,4947914.64073819,4336503.9469214,"27/09/2009"
"6",1311,5047914.64073819,4336503.9469214,"06/06/2018"
"7",1318,5222914.64073819,4336503.9469214,"05/06/2018"
"8",1357,5072914.64073819,4311503.9469214,"25/09/2018"
"9",1398,5022914.64073819,4286503.9469214,"08/08/2018"
"10",1404,5172914.64073819,4286503.9469214,"31/07/2018"
"11",1438,4947914.64073819,4261503.9469214,"19/06/2018"
"12",1446,5147914.64073819,4261503.9469214,"27/09/2018"
"13",1483,4947914.64073819,4236503.9469214,"13/06/2018"
"14",1485,4997914.64073819,4236503.9469214,"29/06/2018"
"15",1491,5147914.64073819,4236503.9469214,"18/06/2018"
"16",1530,5022914.64073819,4211503.9469214,"25/07/2018"
"17",1534,5122914.64073819,4211503.9469214,"02/07/2018"
"18",1562,4597914.64073819,4186503.9469214,"22/09/2018"
"19",1578,5122914.64073819,4186503.9469214,"07/09/2018"
"20",1614,4872914.64073819,4161503.9469214,"19/07/2018"
"21",1706,4747914.64073819,4111503.9469214,"29/07/2012"
"22",1711,5147914.64073819,4111503.9469214,"26/08/2018"
"23",1755,5122914.64073819,4086503.9469214,"25/08/2018"
"24",1760,5247914.64073819,4086503.9469214,"25/07/2018"
"25",1789,4597914.64073819,4061503.9469214,"22/08/2018"
"26",1796,4772914.64073819,4061503.9469214,"27/08/2018"
"27",1797,4797914.64073819,4061503.9469214,"27/08/2018"
"28",1810,5322914.64073819,4061503.9469214,"30/08/2009"
"29",1848,4797914.64073819,4036503.9469214,"04/09/2018"
"30",1860,5272914.64073819,4036503.9469214,"21/07/2015"
"31",1910,5122914.64073819,4011503.9469214,"17/06/2009"
"32",1918,5322914.64073819,4011503.9469214,"20/08/2009"
"33",1964,5222914.64073819,3986503.9469214,"15/09/2018"
"34",1965,5247914.64073819,3986503.9469214,"14/09/2018"
"35",2058,5247914.64073819,3936503.9469214,"15/08/2012"
"36",2060,5297914.64073819,3936503.9469214,"09/09/2018"
"37",2106,5197914.64073819,3911503.9469214,"02/08/2018"
"38",2107,5222914.64073819,3911503.9469214,"04/09/2015"
"39",2108,5247914.64073819,3911503.9469214,"28/08/2012"
"40",2111,5322914.64073819,3911503.9469214,"16/07/2018"
"41",2112,5347914.64073819,3911503.9469214,"25/12/2018"
"42",2157,5222914.64073819,3886503.9469214,"16/06/2009"
"43",2158,5247914.64073819,3886503.9469214,"20/05/2015"
"44",2174,3572914.64073819,3861503.9469214,"23/07/2018"
"45",2196,5072914.64073819,3861503.9469214,"17/05/2018"
"46",2201,5222914.64073819,3861503.9469214,"23/07/2012"
"47",2202,5247914.64073819,3861503.9469214,"31/08/2015"
"48",2245,5072914.64073819,3836503.9469214,"12/08/2012"
"49",2246,5097914.64073819,3836503.9469214,"28/05/2018"
"50",2250,5197914.64073819,3836503.9469214,"16/05/2018"
"51",2253,5272914.64073819,3836503.9469214,"20/07/2018"
"52",2256,5347914.64073819,3836503.9469214,"10/09/2012"
"53",2258,5397914.64073819,3836503.9469214,"04/06/2015"
"54",2289,4822914.64073819,3811503.9469214,"23/07/2015"
"55",2297,5147914.64073819,3811503.9469214,"21/09/2018"
"56",2300,5222914.64073819,3811503.9469214,"16/07/2018"
"57",2303,5297914.64073819,3811503.9469214,"21/08/2015"
"58",2304,5322914.64073819,3811503.9469214,"01/07/2009"
"59",2342,4997914.64073819,3786503.9469214,"23/08/2012"
"60",2343,5022914.64073819,3786503.9469214,"23/05/2018"
"61",2344,5047914.64073819,3786503.9469214,"23/05/2018"
"62",2350,5197914.64073819,3786503.9469214,"16/06/2012"
"63",2351,5222914.64073819,3786503.9469214,"09/08/2018"
"64",2356,5347914.64073819,3786503.9469214,"18/08/2015"
"65",2358,5397914.64073819,3786503.9469214,"26/06/2018"
"66",2377,4472914.64073819,3761503.9469214,"10/07/2009"
"67",2390,5022914.64073819,3761503.9469214,"06/07/2018"
"68",2392,5072914.64073819,3761503.9469214,"01/05/2015"
"69",2395,5147914.64073819,3761503.9469214,"17/06/2018"
"70",2400,5272914.64073819,3761503.9469214,"28/07/2009"
"71",2402,5322914.64073819,3761503.9469214,"25/11/2018"
"72",2403,5347914.64073819,3761503.9469214,"19/08/2015"
"73",2404,5372914.64073819,3761503.9469214,"20/05/2012"
"74",2423,4322914.64073819,3736503.9469214,"16/05/2018"
"75",2436,4722914.64073819,3736503.9469214,"03/07/2018"
"76",2438,5022914.64073819,3736503.9469214,"31/08/2018"
"77",2439,5047914.64073819,3736503.9469214,"22/08/2018"
"78",2447,5247914.64073819,3736503.9469214,"15/08/2018"
"79",2449,5297914.64073819,3736503.9469214,"19/09/2018"
"80",2473,4322914.64073819,3711503.9469214,"26/06/2018"
"81",2474,4347914.64073819,3711503.9469214,"14/07/2015"
"82",2491,5097914.64073819,3711503.9469214,"27/08/2009"
"83",2494,5172914.64073819,3711503.9469214,"26/05/2012"
"84",2495,5197914.64073819,3711503.9469214,"08/05/2012"
"85",2496,5222914.64073819,3711503.9469214,"04/09/2018"
"86",2501,5347914.64073819,3711503.9469214,"28/09/2018"
"87",2526,4322914.64073819,3686503.9469214,"02/08/2018"
"88",2534,4597914.64073819,3686503.9469214,"07/09/2015"
"89",2541,5022914.64073819,3686503.9469214,"29/08/2018"
"90",2542,5047914.64073819,3686503.9469214,"30/07/2009"
"91",2544,5097914.64073819,3686503.9469214,"20/05/2012"
"92",2549,5222914.64073819,3686503.9469214,"05/09/2018"
"93",2550,5247914.64073819,3686503.9469214,"09/07/2009"
"94",2585,4472914.64073819,3661503.9469214,"23/07/2015"
"95",2592,5022914.64073819,3661503.9469214,"25/07/2009"
"96",2603,5297914.64073819,3661503.9469214,"18/08/2012"
"97",2604,5322914.64073819,3661503.9469214,"16/08/2012"
"98",2636,4347914.64073819,3636503.9469214,"12/08/2012"
"99",2643,4522914.64073819,3636503.9469214,"20/07/2018"
"100",2645,4572914.64073819,3636503.9469214,"27/08/2018"
"101",2648,5047914.64073819,3636503.9469214,"30/06/2015"
"102",2652,5147914.64073819,3636503.9469214,"23/08/2018"
"103",2653,5172914.64073819,3636503.9469214,"29/05/2018"
"104",2669,3247914.64073819,3611503.9469214,"14/08/2015"
"105",2699,4597914.64073819,3611503.9469214,"28/08/2018"
"106",2708,5197914.64073819,3611503.9469214,"30/07/2009"
"107",2709,5222914.64073819,3611503.9469214,"10/07/2018"
"108",2710,5247914.64073819,3611503.9469214,"21/06/2015"
"109",2711,5272914.64073819,3611503.9469214,"28/08/2015"
"110",2712,5297914.64073819,3611503.9469214,"04/07/2018"
"111",2723,3247914.64073819,3586503.9469214,"24/05/2018"
"112",2744,4472914.64073819,3586503.9469214,"22/09/2018"
"113",2760,5147914.64073819,3586503.9469214,"30/05/2012"
"114",2762,5197914.64073819,3586503.9469214,"10/08/2015"
"115",2763,5222914.64073819,3586503.9469214,"21/08/2009"
"116",2797,4347914.64073819,3561503.9469214,"31/07/2018"
"117",2816,5147914.64073819,3561503.9469214,"08/08/2018"
"118",2817,5172914.64073819,3561503.9469214,"21/08/2018"
"119",2819,5222914.64073819,3561503.9469214,"20/06/2012"
"120",2821,5272914.64073819,3561503.9469214,"04/09/2015"
"121",2843,3522914.64073819,3536503.9469214,"17/07/2012"
"122",2844,3547914.64073819,3536503.9469214,"17/07/2012"
"123",2846,3597914.64073819,3536503.9469214,"12/07/2012"
"124",2875,5172914.64073819,3536503.9469214,"07/06/2018"
"125",2887,3197914.64073819,3511503.9469214,"30/05/2012"
"126",2893,3522914.64073819,3511503.9469214,"11/09/2012"
"127",2894,3547914.64073819,3511503.9469214,"25/07/2012"
"128",2895,3572914.64073819,3511503.9469214,"26/06/2012"
"129",2896,3597914.64073819,3511503.9469214,"28/06/2012"
"130",2898,3647914.64073819,3511503.9469214,"31/05/2012"
"131",2913,4822914.64073819,3511503.9469214,"12/09/2015"
"132",2914,4847914.64073819,3511503.9469214,"27/07/2018"
"133",2915,4872914.64073819,3511503.9469214,"20/07/2018"
"134",2918,4947914.64073819,3511503.9469214,"04/08/2009"
"135",2919,4972914.64073819,3511503.9469214,"24/08/2018"
"136",2920,4997914.64073819,3511503.9469214,"26/07/2012"
"137",2922,5047914.64073819,3511503.9469214,"16/06/2012"
"138",2928,5197914.64073819,3511503.9469214,"01/07/2012"
"139",2945,3522914.64073819,3486503.9469214,"13/09/2012"
"140",2947,3572914.64073819,3486503.9469214,"16/05/2012"
"141",2948,3597914.64073819,3486503.9469214,"10/05/2012"
"142",2949,3622914.64073819,3486503.9469214,"24/05/2012"
"143",2950,3647914.64073819,3486503.9469214,"27/04/2012"
"144",2955,4297914.64073819,3486503.9469214,"19/07/2018"
"145",2956,4322914.64073819,3486503.9469214,"18/07/2015"
"146",2968,4772914.64073819,3486503.9469214,"15/08/2015"
"147",2972,4872914.64073819,3486503.9469214,"12/06/2009"
"148",2976,4972914.64073819,3486503.9469214,"23/08/2012"
"149",2978,5022914.64073819,3486503.9469214,"02/09/2018"
"150",2984,5172914.64073819,3486503.9469214,"27/06/2009"
"151",3005,3572914.64073819,3461503.9469214,"13/08/2012"
"152",3006,3597914.64073819,3461503.9469214,"23/04/2012"
"153",3007,3622914.64073819,3461503.9469214,"18/05/2012"
"154",3008,3647914.64073819,3461503.9469214,"01/05/2012"
"155",3031,4797914.64073819,3461503.9469214,"31/07/2012"
"156",3034,4872914.64073819,3461503.9469214,"21/07/2012"
"157",3035,4897914.64073819,3461503.9469214,"28/06/2012"
"158",3036,4922914.64073819,3461503.9469214,"24/07/2018"
"159",3040,5022914.64073819,3461503.9469214,"31/07/2009"
"160",3045,5147914.64073819,3461503.9469214,"28/07/2012"
"161",3048,5222914.64073819,3461503.9469214,"29/07/2012"
"162",3077,4272914.64073819,3436503.9469214,"10/07/2018"
"163",3081,4372914.64073819,3436503.9469214,"16/06/2018"
"164",3084,4447914.64073819,3436503.9469214,"11/09/2015"
"165",3094,4697914.64073819,3436503.9469214,"17/07/2015"
"166",3095,4722914.64073819,3436503.9469214,"04/08/2015"
"167",3096,4747914.64073819,3436503.9469214,"17/07/2015"
"168",3102,4897914.64073819,3436503.9469214,"31/07/2012"
"169",3112,5147914.64073819,3436503.9469214,"09/06/2018"
"170",3133,3397914.64073819,3411503.9469214,"08/10/2012"
"171",3135,3447914.64073819,3411503.9469214,"04/06/2009"
"172",3136,3472914.64073819,3411503.9469214,"04/10/2012"
"173",3140,3572914.64073819,3411503.9469214,"04/09/2012"
"174",3144,3672914.64073819,3411503.9469214,"21/06/2012"
"175",3149,4247914.64073819,3411503.9469214,"25/06/2009"
"176",3153,4347914.64073819,3411503.9469214,"24/06/2018"
"177",3155,4397914.64073819,3411503.9469214,"16/07/2018"
"178",3156,4422914.64073819,3411503.9469214,"30/07/2012"
"179",3158,4472914.64073819,3411503.9469214,"13/06/2012"
"180",3161,4547914.64073819,3411503.9469214,"11/07/2018"
"181",3164,4622914.64073819,3411503.9469214,"11/08/2009"
"182",3168,4722914.64073819,3411503.9469214,"29/07/2015"
"183",3173,4847914.64073819,3411503.9469214,"30/09/2015"
"184",3174,4872914.64073819,3411503.9469214,"22/09/2015"
"185",3178,4972914.64073819,3411503.9469214,"18/06/2009"
"186",3187,5197914.64073819,3411503.9469214,"08/05/2012"
"187",3196,3097914.64073819,3386503.9469214,"05/07/2018"
"188",3215,3672914.64073819,3386503.9469214,"15/06/2012"
"189",3227,4272914.64073819,3386503.9469214,"23/06/2015"
"190",3228,4297914.64073819,3386503.9469214,"28/06/2012"
"191",3230,4347914.64073819,3386503.9469214,"22/06/2009"
"192",3240,4597914.64073819,3386503.9469214,"16/07/2015"
"193",3243,4672914.64073819,3386503.9469214,"18/09/2012"
"194",3247,4772914.64073819,3386503.9469214,"30/04/2012"
"195",3248,4797914.64073819,3386503.9469214,"06/08/2018"
"196",3250,4847914.64073819,3386503.9469214,"19/08/2018"
"197",3251,4872914.64073819,3386503.9469214,"11/05/2009"
"198",3252,4897914.64073819,3386503.9469214,"15/06/2012"
"199",3257,5022914.64073819,3386503.9469214,"24/07/2015"
"200",3258,5047914.64073819,3386503.9469214,"09/05/2018"
"201",3262,5147914.64073819,3386503.9469214,"12/07/2018"
"202",3271,3047914.64073819,3361503.9469214,"25/05/2015"
"203",3274,3122914.64073819,3361503.9469214,"18/09/2009"
"204",3306,4272914.64073819,3361503.9469214,"20/05/2015"
"205",3309,4347914.64073819,3361503.9469214,"29/07/2018"
"206",3311,4397914.64073819,3361503.9469214,"29/07/2012"
"207",3318,4572914.64073819,3361503.9469214,"22/07/2015"
"208",3323,4697914.64073819,3361503.9469214,"21/08/2018"
"209",3325,4747914.64073819,3361503.9469214,"23/08/2018"
"210",3327,4797914.64073819,3361503.9469214,"23/08/2009"
"211",3329,4847914.64073819,3361503.9469214,"02/07/2009"
"212",3331,4897914.64073819,3361503.9469214,"29/08/2018"
"213",3344,5222914.64073819,3361503.9469214,"19/06/2018"
"214",3349,3047914.64073819,3336503.9469214,"26/05/2015"
"215",3374,4072914.64073819,3336503.9469214,"21/06/2018"
"216",3387,4397914.64073819,3336503.9469214,"30/07/2009"
"217",3388,4422914.64073819,3336503.9469214,"30/07/2015"
"218",3394,4572914.64073819,3336503.9469214,"05/06/2018"
"219",3403,4797914.64073819,3336503.9469214,"11/08/2012"
"220",3404,4822914.64073819,3336503.9469214,"28/09/2018"
"221",3406,4872914.64073819,3336503.9469214,"14/09/2015"
"222",3409,4947914.64073819,3336503.9469214,"31/08/2009"
"223",3413,5047914.64073819,3336503.9469214,"28/08/2012"
"224",3416,5122914.64073819,3336503.9469214,"23/09/2015"
"225",3428,3447914.64073819,3311503.9469214,"22/10/2015"
"226",3429,3472914.64073819,3311503.9469214,"18/07/2012"
"227",3453,4222914.64073819,3311503.9469214,"12/09/2018"
"228",3455,4272914.64073819,3311503.9469214,"14/09/2018"
"229",3480,4897914.64073819,3311503.9469214,"12/08/2009"
"230",3486,5047914.64073819,3311503.9469214,"26/06/2015"
"231",3490,5147914.64073819,3311503.9469214,"27/09/2018"
"232",3502,3447914.64073819,3286503.9469214,"26/09/2012"
"233",3503,3472914.64073819,3286503.9469214,"06/08/2018"
"234",3504,3497914.64073819,3286503.9469214,"19/10/2018"
"235",3518,3997914.64073819,3286503.9469214,"10/06/2015"
"236",3519,4022914.64073819,3286503.9469214,"12/06/2009"
"237",3525,4172914.64073819,3286503.9469214,"10/07/2012"
"238",3526,4197914.64073819,3286503.9469214,"17/07/2018"
"239",3536,4447914.64073819,3286503.9469214,"01/07/2009"
"240",3547,4722914.64073819,3286503.9469214,"29/05/2015"
"241",3549,4772914.64073819,3286503.9469214,"25/06/2012"
"242",3558,4997914.64073819,3286503.9469214,"24/07/2015"
"243",3559,5022914.64073819,3286503.9469214,"04/09/2018"
"244",3561,5072914.64073819,3286503.9469214,"01/05/2015"
"245",3563,5122914.64073819,3286503.9469214,"03/08/2012"
"246",3566,5197914.64073819,3286503.9469214,"07/10/2018"
"247",3574,3447914.64073819,3261503.9469214,"24/09/2012"
"248",3581,3622914.64073819,3261503.9469214,"15/11/2012"
"249",3590,4022914.64073819,3261503.9469214,"19/06/2009"
"250",3594,4122914.64073819,3261503.9469214,"28/08/2018"
"251",3601,4297914.64073819,3261503.9469214,"28/08/2018"
"252",3609,4497914.64073819,3261503.9469214,"13/06/2012"
"253",3610,4522914.64073819,3261503.9469214,"16/07/2012"
"254",3611,4547914.64073819,3261503.9469214,"11/07/2012"
"255",3613,4597914.64073819,3261503.9469214,"11/08/2015"
"256",3614,4622914.64073819,3261503.9469214,"30/05/2018"
"257",3621,4797914.64073819,3261503.9469214,"25/05/2012"
"258",3629,4997914.64073819,3261503.9469214,"30/06/2012"
"259",3631,5047914.64073819,3261503.9469214,"31/05/2015"
"260",3632,5072914.64073819,3261503.9469214,"23/09/2009"
"261",3633,5097914.64073819,3261503.9469214,"29/06/2015"
"262",3635,5147914.64073819,3261503.9469214,"09/08/2012"
"263",3637,5197914.64073819,3261503.9469214,"23/07/2012"
"264",3638,5222914.64073819,3261503.9469214,"28/06/2015"
"265",3657,3972914.64073819,3236503.9469214,"08/09/2015"
"266",3662,4097914.64073819,3236503.9469214,"11/06/2018"
"267",3667,4222914.64073819,3236503.9469214,"06/08/2015"
"268",3678,4497914.64073819,3236503.9469214,"28/06/2018"
"269",3680,4547914.64073819,3236503.9469214,"02/08/2018"
"270",3698,4997914.64073819,3236503.9469214,"30/05/2018"
"271",3699,5022914.64073819,3236503.9469214,"24/05/2018"
"272",3700,5047914.64073819,3236503.9469214,"31/05/2015"
"273",3701,5072914.64073819,3236503.9469214,"30/05/2015"
"274",3702,5097914.64073819,3236503.9469214,"22/05/2018"
"275",3704,5147914.64073819,3236503.9469214,"21/07/2009"
"276",3705,5172914.64073819,3236503.9469214,"30/05/2015"
"277",3731,3997914.64073819,3211503.9469214,"18/07/2018"
"278",3732,4022914.64073819,3211503.9469214,"27/06/2012"
"279",3733,4047914.64073819,3211503.9469214,"20/07/2018"
"280",3739,4197914.64073819,3211503.9469214,"14/06/2018"
"281",3740,4222914.64073819,3211503.9469214,"21/06/2012"
"282",3741,4247914.64073819,3211503.9469214,"10/08/2018"
"283",3742,4272914.64073819,3211503.9469214,"27/06/2018"
"284",3743,4297914.64073819,3211503.9469214,"18/09/2018"
"285",3747,4397914.64073819,3211503.9469214,"29/05/2018"
"286",3748,4422914.64073819,3211503.9469214,"02/01/2009"
"287",3755,4597914.64073819,3211503.9469214,"28/05/2012"
"288",3758,4672914.64073819,3211503.9469214,"18/06/2009"
"289",3767,4897914.64073819,3211503.9469214,"22/06/2009"
"290",3769,4947914.64073819,3211503.9469214,"26/08/2009"
"291",3771,4997914.64073819,3211503.9469214,"13/08/2018"
"292",3772,5022914.64073819,3211503.9469214,"28/07/2018"
"293",3773,5047914.64073819,3211503.9469214,"24/09/2009"
"294",3774,5072914.64073819,3211503.9469214,"29/07/2018"
"295",3777,5147914.64073819,3211503.9469214,"25/08/2009"
"296",3778,5172914.64073819,3211503.9469214,"27/05/2018"
"297",3779,5197914.64073819,3211503.9469214,"09/07/2009"
"298",3788,3397914.64073819,3186503.9469214,"31/08/2009"
"299",3789,3422914.64073819,3186503.9469214,"25/07/2012"
"300",3790,3447914.64073819,3186503.9469214,"13/04/2018"
"301",3805,3947914.64073819,3186503.9469214,"14/08/2012"
"302",3806,3972914.64073819,3186503.9469214,"25/07/2012"
"303",3809,4047914.64073819,3186503.9469214,"19/05/2015"
"304",3810,4072914.64073819,3186503.9469214,"06/06/2018"
"305",3811,4097914.64073819,3186503.9469214,"07/06/2018"
"306",3816,4222914.64073819,3186503.9469214,"26/06/2018"
"307",3818,4272914.64073819,3186503.9469214,"28/06/2018"
"308",3823,4397914.64073819,3186503.9469214,"04/08/2009"
"309",3827,4497914.64073819,3186503.9469214,"10/08/2012"
"310",3831,4597914.64073819,3186503.9469214,"28/05/2015"
"311",3832,4622914.64073819,3186503.9469214,"04/08/2015"
"312",3834,4672914.64073819,3186503.9469214,"12/09/2015"
"313",3837,4747914.64073819,3186503.9469214,"07/06/2018"
"314",3845,4947914.64073819,3186503.9469214,"15/09/2015"
"315",3847,4997914.64073819,3186503.9469214,"28/08/2015"
"316",3848,5022914.64073819,3186503.9469214,"26/06/2015"
"317",3850,5072914.64073819,3186503.9469214,"12/06/2009"
"318",3852,5122914.64073819,3186503.9469214,"28/05/2018"
"319",3853,5147914.64073819,3186503.9469214,"29/06/2009"
"320",3854,5172914.64073819,3186503.9469214,"29/05/2015"
"321",3855,5197914.64073819,3186503.9469214,"17/06/2009"
"322",3856,5222914.64073819,3186503.9469214,"27/05/2012"
"323",3857,5247914.64073819,3186503.9469214,"28/07/2015"
"324",3859,5297914.64073819,3186503.9469214,"07/08/2018"
"325",3874,3622914.64073819,3161503.9469214,"20/05/2015"
"326",3875,3647914.64073819,3161503.9469214,"29/06/2012"
"327",3876,3672914.64073819,3161503.9469214,"25/04/2018"
"328",3877,3697914.64073819,3161503.9469214,"15/05/2015"
"329",3878,3722914.64073819,3161503.9469214,"12/04/2018"
"330",3882,3897914.64073819,3161503.9469214,"08/06/2009"
"331",3883,3922914.64073819,3161503.9469214,"20/05/2018"
"332",3888,4047914.64073819,3161503.9469214,"19/05/2009"
"333",3890,4097914.64073819,3161503.9469214,"25/05/2015"
"334",3892,4147914.64073819,3161503.9469214,"22/05/2009"
"335",3893,4172914.64073819,3161503.9469214,"03/06/2015"
"336",3894,4197914.64073819,3161503.9469214,"13/07/2018"
"337",3895,4222914.64073819,3161503.9469214,"14/07/2018"
"338",3898,4297914.64073819,3161503.9469214,"19/09/2018"
"339",3903,4422914.64073819,3161503.9469214,"28/06/2015"
"340",3916,4747914.64073819,3161503.9469214,"25/07/2012"
"341",3924,4947914.64073819,3161503.9469214,"25/09/2015"
"342",3926,4997914.64073819,3161503.9469214,"18/07/2012"
"343",3929,5072914.64073819,3161503.9469214,"22/07/2018"
"344",3930,5097914.64073819,3161503.9469214,"22/07/2018"
"345",3932,5147914.64073819,3161503.9469214,"28/05/2018"
"346",3933,5172914.64073819,3161503.9469214,"29/05/2015"
"347",3935,5222914.64073819,3161503.9469214,"27/06/2015"
"348",3936,5247914.64073819,3161503.9469214,"18/09/2015"
"349",3938,5297914.64073819,3161503.9469214,"25/05/2012"
"350",3943,3297914.64073819,3136503.9469214,"11/08/2015"
"351",3967,3897914.64073819,3136503.9469214,"23/06/2015"
"352",3969,3947914.64073819,3136503.9469214,"30/09/2015"
"353",3976,4122914.64073819,3136503.9469214,"06/05/2018"
"354",3977,4147914.64073819,3136503.9469214,"14/05/2009"
"355",3978,4172914.64073819,3136503.9469214,"12/05/2012"
"356",3984,4322914.64073819,3136503.9469214,"26/09/2018"
"357",3985,4347914.64073819,3136503.9469214,"12/08/2015"
"358",3987,4397914.64073819,3136503.9469214,"26/06/2015"
"359",3988,4422914.64073819,3136503.9469214,"29/08/2015"
"360",3989,4447914.64073819,3136503.9469214,"24/07/2012"
"361",3992,4522914.64073819,3136503.9469214,"09/06/2018"
"362",3997,4647914.64073819,3136503.9469214,"09/09/2018"
"363",4001,4747914.64073819,3136503.9469214,"26/06/2009"
"364",4010,4972914.64073819,3136503.9469214,"28/05/2018"
"365",4013,5047914.64073819,3136503.9469214,"29/08/2015"
"366",4014,5072914.64073819,3136503.9469214,"21/09/2018"
"367",4015,5097914.64073819,3136503.9469214,"29/08/2015"
"368",4016,5122914.64073819,3136503.9469214,"30/07/2009"
"369",4017,5147914.64073819,3136503.9469214,"28/07/2015"
"370",4019,5197914.64073819,3136503.9469214,"26/05/2018"
"371",4021,5247914.64073819,3136503.9469214,"26/05/2018"
"372",4023,5297914.64073819,3136503.9469214,"26/05/2018"
"373",4032,3347914.64073819,3111503.9469214,"06/08/2015"
"374",4045,3872914.64073819,3111503.9469214,"28/07/2018"
"375",4046,3897914.64073819,3111503.9469214,"27/09/2018"
"376",4048,3947914.64073819,3111503.9469214,"17/08/2018"
"377",4049,3972914.64073819,3111503.9469214,"12/07/2015"
"378",4050,3997914.64073819,3111503.9469214,"23/06/2015"
"379",4051,4022914.64073819,3111503.9469214,"04/09/2018"
"380",4052,4047914.64073819,3111503.9469214,"11/07/2015"
"381",4054,4097914.64073819,3111503.9469214,"27/06/2012"
"382",4062,4297914.64073819,3111503.9469214,"12/08/2012"
"383",4064,4347914.64073819,3111503.9469214,"04/08/2018"
"384",4069,4472914.64073819,3111503.9469214,"20/05/2012"
"385",4070,4497914.64073819,3111503.9469214,"10/07/2012"
"386",4072,4547914.64073819,3111503.9469214,"21/05/2012"
"387",4073,4572914.64073819,3111503.9469214,"26/09/2018"
"388",4074,4597914.64073819,3111503.9469214,"18/09/2018"
"389",4075,4622914.64073819,3111503.9469214,"22/06/2015"
"390",4076,4647914.64073819,3111503.9469214,"22/06/2012"
"391",4082,4797914.64073819,3111503.9469214,"19/08/2015"
"392",4084,4847914.64073819,3111503.9469214,"02/09/2009"
"393",4087,4922914.64073819,3111503.9469214,"23/09/2015"
"394",4090,4997914.64073819,3111503.9469214,"24/05/2018"
"395",4091,5022914.64073819,3111503.9469214,"08/09/2015"
"396",4093,5072914.64073819,3111503.9469214,"31/08/2015"
"397",4095,5122914.64073819,3111503.9469214,"28/07/2015"
"398",4096,5147914.64073819,3111503.9469214,"28/07/2015"
"399",4107,3797914.64073819,3086503.9469214,"31/07/2009"
"400",4111,3897914.64073819,3086503.9469214,"20/08/2018"
"401",4114,3972914.64073819,3086503.9469214,"31/05/2012"
"402",4115,3997914.64073819,3086503.9469214,"30/08/2018"
"403",4116,4022914.64073819,3086503.9469214,"29/09/2009"
"404",4117,4047914.64073819,3086503.9469214,"31/05/2012"
"405",4119,4097914.64073819,3086503.9469214,"22/05/2018"
"406",4121,4147914.64073819,3086503.9469214,"25/06/2015"
"407",4122,4172914.64073819,3086503.9469214,"30/08/2015"
"408",4123,4197914.64073819,3086503.9469214,"08/06/2015"
"409",4125,4247914.64073819,3086503.9469214,"21/06/2018"
"410",4126,4272914.64073819,3086503.9469214,"17/06/2015"
"411",4130,4372914.64073819,3086503.9469214,"28/05/2009"
"412",4132,4422914.64073819,3086503.9469214,"22/05/2015"
"413",4133,4447914.64073819,3086503.9469214,"12/07/2012"
"414",4136,4522914.64073819,3086503.9469214,"03/07/2009"
"415",4137,4547914.64073819,3086503.9469214,"22/05/2012"
"416",4140,4622914.64073819,3086503.9469214,"14/07/2009"
"417",4141,4647914.64073819,3086503.9469214,"03/09/2018"
"418",4142,4672914.64073819,3086503.9469214,"17/08/2015"
"419",4143,4697914.64073819,3086503.9469214,"14/08/2018"
"420",4145,4747914.64073819,3086503.9469214,"11/09/2015"
